City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
163,Luderitz,NA,2020-08-19 18:13:27,-26.65,15.16,63.39,30,0,15.84
164,Allahganj,IN,2020-08-19 18:13:27,27.55,79.68,83.34,82,86,7.7
165,Altoona,US,2020-08-19 18:13:27,40.52,-78.39,79.0,43,1,6.78
166,Desur,IN,2020-08-19 18:13:27,12.43,79.48,80.08,81,100,6.8
167,Huarmey,PE,2020-08-19 18:13:28,-10.07,-78.15,67.82,63,10,14.2
168,Mehamn,NO,2020-08-19 18:13:28,71.04,27.85,62.6,67,75,2.24
169,Pleshanovo,RU,2020-08-19 18:13:28,52.83,53.48,52.83,71,92,7.78
170,Hofn,IS,2020-08-19 18:13:28,64.25,-15.21,48.2,70,20,17.22
171,Tobol,KZ,2020-08-19 18:13:29,52.68,62.58,49.68,68,11,12.59
172,Moose Factory,CA,2020-08-19 18:13:29,51.26,-80.61,62.6,63,75,3.36
173,Mao,ES,2020-08-19 18:13:29,39.89,4.27,80.6,74,20,9.17
174,Hobyo,SO,2020-08-19 18:13:29,5.35,48.53,77.45,84,37,20.96
175,Algiers,DZ,2020-08-19 18:13:30,36.75,3.04,87.8,48,17,6.93
176,Valparaiso,CL,2020-08-19 18:08:47,-33.04,-71.63,59.0,54,0,9.17
177,Mirabad,AF,2020-08-19 18:11:05,30.44,61.84,86.02,16,0,21.25
178,Marzuq,YE,2020-08-19 18:13:30,14.4,46.47,84.96,40,89,9.69
179,Ust-Tsilma,RU,2020-08-19 18:13:31,65.44,52.15,54.21,93,86,8.63
180,Batticaloa,LK,2020-08-19 18:13:31,7.71,81.69,81.09,82,100,10.22
181,Butere,KE,2020-08-19 18:13:31,0.21,34.49,68.0,88,75,9.17
182,Nantucket,US,2020-08-19 18:13:32,41.28,-70.1,69.01,86,15,1.99
183,Bregovo,BG,2020-08-19 18:13:32,44.15,22.64,70.88,65,32,9.93
184,Taybad,IR,2020-08-19 18:13:32,34.74,60.78,71.47,24,0,11.99
185,Ginir,ET,2020-08-19 18:13:33,7.13,40.7,60.89,90,45,7.05
186,San Juan Bautista,PE,2020-08-19 18:13:33,-14.01,-75.74,66.2,68,0,10.29
187,Richards Bay,ZA,2020-08-19 18:13:33,-28.78,32.04,61.2,67,6,10.42
188,Dullewala,PK,2020-08-19 18:13:34,31.84,71.44,104.72,29,32,17.11
189,Codrington,AU,2020-08-19 18:13:35,-38.27,141.97,46.74,81,86,14.65
190,Mega,ET,2020-08-19 18:13:35,4.05,38.3,61.45,76,49,12.75
191,Ugoofaaru,MV,2020-08-19 18:13:35,5.67,73.0,83.14,67,100,6.17
192,Havre-Saint-Pierre,CA,2020-08-19 18:13:35,50.23,-63.6,64.4,82,75,10.29
193,Santiago De Cuba,CU,2020-08-19 18:13:36,20.02,-75.82,87.8,66,40,6.93
194,Ostrovnoy,RU,2020-08-19 18:13:36,68.05,39.51,50.85,76,39,8.75
195,Nkhata Bay,MW,2020-08-19 18:13:36,-11.61,34.29,72.55,65,76,2.86
196,Constitucion,CL,2020-08-19 18:13:38,-35.33,-72.42,54.03,54,0,13.56
197,Jenison,US,2020-08-19 18:13:38,42.91,-85.79,77.0,41,4,1.99
198,Atbasar,KZ,2020-08-19 18:13:39,51.8,68.33,53.24,64,61,12.06
